Sensor,Set,Round,Constante_Calibracion_K,Error_K,N_Paths,Status
55224,38.0,1,0.6278202219824465,0.00028767867266142686,3,Calculado
55225,38.0,1,0.533413943227962,0.00029590705646855296,3,Calculado
55229,38.0,1,0.4591677694593115,0.0003127147048404867,3,Calculado
55237,38.0,1,,,0,Descartado
55064,39.0,1,0.5289722913935085,0.0002248311949194061,4,Calculado
55081,39.0,1,0.5010571812428533,0.00023032066154188258,4,Calculado
55082,39.0,1,0.44895162756142154,0.00021949639182868456,4,Calculado
55188,39.0,1,0.506598144523545,0.00019826449584525098,4,Calculado
55236,39.0,1,0.46360980577073535,0.0002276772009417243,4,Calculado
55238,39.0,1,0.41299830705288615,0.00020240785208171008,4,Calculado
55239,39.0,1,0.4189905373652808,0.00022581350246366787,4,Calculado
55250,39.0,1,0.4726165784035068,0.00023133368462737865,4,Calculado
55251,39.0,1,0.3795523868390082,0.00023240245083049098,4,Calculado
55252,39.0,1,0.5152526302004322,0.00019345878452372097,4,Calculado
55256,39.0,1,0.5209202625160694,0.00022137006558686198,4,Calculado
55257,39.0,1,0.5871697472565377,0.00022888331287784,4,Calculado
54869,40.0,1,,,0,Sin conexión
54870,40.0,1,,,0,Sin conexión
54872,40.0,1,,,0,Sin conexión
55196,40.0,1,,,0,Sin conexión
55197,40.0,1,,,0,Sin conexión
55202,40.0,1,,,0,Sin conexión
55204,40.0,1,,,0,Sin conexión
55205,40.0,1,,,0,Descartado
55206,40.0,1,,,0,Sin conexión
55209,40.0,1,,,0,Sin conexión
55210,40.0,1,,,0,Sin conexión
55211,40.0,1,,,0,Sin conexión
54838,41.0,1,,,0,Sin conexión
54840,41.0,1,,,0,Sin conexión
54841,41.0,1,,,0,Sin conexión
54857,41.0,1,,,0,Sin conexión
54858,41.0,1,,,0,Sin conexión
54863,41.0,1,,,0,Sin conexión
54864,41.0,1,,,0,Sin conexión
54865,41.0,1,,,0,Sin conexión
54896,41.0,1,,,0,Sin conexión
54901,41.0,1,,,0,Sin conexión
54902,41.0,1,,,0,Sin conexión
54905,41.0,1,,,0,Sin conexión
54842,42.0,1,,,0,Sin conexión
54897,42.0,1,,,0,Sin conexión
54898,42.0,1,,,0,Sin conexión
55019,42.0,1,,,0,Descartado
55020,42.0,1,,,0,Sin conexión
55022,42.0,1,,,0,Sin conexión
55038,42.0,1,,,0,Sin conexión
55046,42.0,1,,,0,Sin conexión
55047,42.0,1,,,0,Sin conexión
55049,42.0,1,,,0,Sin conexión
55054,42.0,1,,,0,Sin conexión
55055,42.0,1,,,0,Sin conexión
54844,43.0,1,,,0,Sin conexión
54899,43.0,1,,,0,Sin conexión
54900,43.0,1,,,0,Sin conexión
55006,43.0,1,,,0,Sin conexión
55016,43.0,1,,,0,Sin conexión
55017,43.0,1,,,0,Sin conexión
55018,43.0,1,,,0,Sin conexión
55021,43.0,1,,,0,Sin conexión
55023,43.0,1,,,0,Sin conexión
55048,43.0,1,,,0,Sin conexión
55078,43.0,1,,,0,Sin conexión
55085,43.0,1,,,0,Sin conexión
54836,44.0,1,,,0,Sin conexión
54837,44.0,1,,,0,Sin conexión
54839,44.0,1,,,0,Sin conexión
54843,44.0,1,,,0,Sin conexión
54845,44.0,1,,,0,Sin conexión
54856,44.0,1,,,0,Sin conexión
54859,44.0,1,,,0,Sin conexión
54860,44.0,1,,,0,Sin conexión
54861,44.0,1,,,0,Sin conexión
54862,44.0,1,,,0,Sin conexión
54903,44.0,1,,,0,Sin conexión
54904,44.0,1,,,0,Sin conexión
55009,45.0,1,,,0,Sin conexión
55010,45.0,1,,,0,Sin conexión
55011,45.0,1,,,0,Sin conexión
55012,45.0,1,,,0,Sin conexión
55013,45.0,1,,,0,Sin conexión
55056,45.0,1,,,0,Sin conexión
55059,45.0,1,,,0,Sin conexión
55060,45.0,1,,,0,Sin conexión
55061,45.0,1,,,0,Sin conexión
55076,45.0,1,,,0,Sin conexión
55077,45.0,1,,,0,Sin conexión
55079,45.0,1,,,0,Sin conexión
48520,46.0,1,,,0,Sin conexión
48957,46.0,1,,,0,Sin conexión
48965,46.0,1,,,0,Sin conexión
49107,46.0,1,,,0,Descartado
49169,46.0,1,,,0,Sin conexión
49226,46.0,1,,,0,Sin conexión
49235,46.0,1,,,0,Sin conexión
49236,46.0,1,,,0,Sin conexión
49237,46.0,1,,,0,Sin conexión
49242,46.0,1,,,0,Sin conexión
49251,46.0,1,,,0,Sin conexión
49253,46.0,1,,,0,Sin conexión
54931,47.0,1,,,0,Sin conexión
54934,47.0,1,,,0,Sin conexión
55043,47.0,1,,,0,Sin conexión
55072,47.0,1,,,0,Sin conexión
55075,47.0,1,,,0,Sin conexión
55103,47.0,1,,,0,Sin conexión
55104,47.0,1,,,0,Sin conexión
55190,47.0,1,,,0,Sin conexión
55193,47.0,1,,,0,Sin conexión
55195,47.0,1,,,0,Sin conexión
55198,47.0,1,,,0,Sin conexión
55199,47.0,1,,,0,Descartado
54926,48.0,1,,,0,Sin conexión
55015,48.0,1,,,0,Sin conexión
55019,48.0,1,,,0,Sin conexión
55040,48.0,1,,,0,Sin conexión
55083,48.0,1,,,0,Sin conexión
55173,48.0,1,,,0,Sin conexión
55205,48.0,1,,,0,Sin conexión
55231,48.0,1,,,0,Sin conexión
55232,48.0,1,,,0,Sin conexión
55237,48.0,1,,,0,Sin conexión
55245,48.0,1,,,0,Descartado
55255,48.0,1,,,0,Sin conexión
48484,57.0,3,0.0,0.0,0,Referencia
58366,59.0,1,,,0,Sin conexión
58367,59.0,1,,,0,Sin conexión
58370,59.0,1,,,0,Sin conexión
58371,59.0,1,,,0,Sin conexión
58372,59.0,1,,,0,Sin conexión
58373,59.0,1,,,0,Sin conexión
58374,59.0,1,,,0,Sin conexión
58375,59.0,1,,,0,Sin conexión
58398,59.0,1,,,0,Sin conexión
58399,59.0,1,,,0,Sin conexión
58400,59.0,1,,,0,Sin conexión
58401,59.0,1,,,0,Sin conexión
58376,60.0,1,,,0,Sin conexión
58377,60.0,1,,,0,Sin conexión
58378,60.0,1,,,0,Sin conexión
58379,60.0,1,,,0,Sin conexión
58380,60.0,1,,,0,Sin conexión
58381,60.0,1,,,0,Sin conexión
58382,60.0,1,,,0,Sin conexión
58383,60.0,1,,,0,Sin conexión
58384,60.0,1,,,0,Descartado
58385,60.0,1,,,0,Sin conexión
58402,60.0,1,,,0,Sin conexión
58405,60.0,1,,,0,Sin conexión
58368,61.0,1,,,0,Sin conexión
58369,61.0,1,,,0,Sin conexión
58403,61.0,1,,,0,Sin conexión
58404,61.0,1,,,0,Sin conexión
58697,61.0,1,,,0,Sin conexión
58977,61.0,1,,,0,Sin conexión
58978,61.0,1,,,0,Sin conexión
58979,61.0,1,,,0,Sin conexión
58980,61.0,1,,,0,Sin conexión
59051,61.0,1,,,0,Sin conexión
59052,61.0,1,,,0,Sin conexión
59053,61.0,1,,,0,Sin conexión
