Sensor,Set,Round,Path_Number,Paso1_From,Paso1_To,Paso1_Set,Paso1_Offset_K,Paso1_Error_K,Paso2_From,Paso2_To,Paso2_Set,Paso2_Offset_K,Paso2_Error_K,Paso3_From,Paso3_To,Paso3_Set,Paso3_Offset_K,Paso3_Error_K,Total_Offset_K,Total_Error_K
49243,24.0,1,0,49243,PROMEDIO,24.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.02888136908941122,0.00022622885112503092
49243,24.0,1,1,49243,49238,24.0,0.02230076459841201,0.000218308132391081,49238,49233,52.0,-0.0014546783430410756,0.00029613914789046914,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.03106921129078773,0.000403998788772298
49243,24.0,1,2,49243,49238,24.0,0.02230076459841201,0.000218308132391081,49238,55073,52.0,-0.5449170180202527,0.0003510323904775875,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.02781312941742109,0.00044747534349551634
49243,24.0,1,3,49243,49244,24.0,-0.021135018839512926,0.00030472531866824126,49244,49233,52.0,0.04362560323598288,0.0003159005969557896,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.029424713149688714,0.0004695837441208909
49243,24.0,1,4,49243,49244,24.0,-0.021135018839512926,0.00030472531866824126,49244,55073,52.0,-0.4998367364412288,0.00036785667237137414,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.026168631276322074,0.0005074722203722493
49244,24.0,1,0,49244,PROMEDIO,24.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.007587165648747681,0.00019927023523329807
49244,24.0,1,1,49244,49238,24.0,0.04343578343792494,0.0002126007506322107,49238,49233,52.0,-0.0014546783430410756,0.00029613914789046914,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.009934192451274804,0.0004009434621374709
49244,24.0,1,2,49244,49238,24.0,0.04343578343792494,0.0002126007506322107,49238,55073,52.0,-0.5449170180202527,0.0003510323904775875,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.006678110577908125,0.00044471881176506124
49244,24.0,1,3,49244,49244,24.0,0.0,0.0,49244,49233,52.0,0.04362560323598288,0.0003159005969557896,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.008289694310175788,0.000357283323015689
49244,24.0,1,4,49244,49244,24.0,0.0,0.0,49244,55073,52.0,-0.4998367364412288,0.00036785667237137414,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.005033612436809165,0.0004057961737277467
49245,24.0,1,0,49245,PROMEDIO,24.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.07184639133972227,0.0002208826009419456
49245,24.0,1,1,49245,49238,24.0,-0.020651398965046874,0.00019588445550626875,49238,49233,52.0,-0.0014546783430410756,0.00029613914789046914,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.07402137485424662,0.00039233569882230894
49245,24.0,1,2,49245,49238,24.0,-0.020651398965046874,0.00019588445550626875,49238,55073,52.0,-0.5449170180202527,0.0003510323904775875,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.07076529298087997,0.00043697421237109165
49245,24.0,1,3,49245,49244,24.0,-0.06408718240297182,0.00028908441514264796,49244,49233,52.0,0.04362560323598288,0.0003159005969557896,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.0723768767131476,0.0004595880459536562
49245,24.0,1,4,49245,49244,24.0,-0.06408718240297182,0.00028908441514264796,49244,55073,52.0,-0.4998367364412288,0.00036785667237137414,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.06912079483978095,0.0004982372263193974
49246,24.0,1,0,49246,PROMEDIO,24.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.05513440835296478,0.00021829646310051297
49246,24.0,1,1,49246,49238,24.0,-0.00393285546869387,0.00018430170285995619,49238,49233,52.0,-0.0014546783430410756,0.00029613914789046914,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.05730283135789361,0.0003866829429112198
49246,24.0,1,2,49246,49238,24.0,-0.00393285546869387,0.00018430170285995619,49238,55073,52.0,-0.5449170180202527,0.0003510323904775875,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.054046749484526924,0.0004319060778056129
49246,24.0,1,3,49246,49244,24.0,-0.047368638906618805,0.00028136488204191193,49244,49233,52.0,0.04362560323598288,0.0003159005969557896,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.055658333216794594,0.0004547719975455747
49246,24.0,1,4,49246,49244,24.0,-0.047368638906618805,0.00028136488204191193,49244,55073,52.0,-0.4998367364412288,0.00036785667237137414,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.05240225134342802,0.0004937982700035903
49247,24.0,1,0,49247,PROMEDIO,24.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.1763100133715333,0.00021534256522112304
49247,24.0,1,1,49247,49238,24.0,0.22751934935440782,0.00017031963005060454,49238,49233,52.0,-0.0014546783430410756,0.00029613914789046914,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,0.17414937346520806,0.00038021751280283884
49247,24.0,1,2,49247,49238,24.0,0.22751934935440782,0.00017031963005060454,49238,55073,52.0,-0.5449170180202527,0.0003510323904775875,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,0.1774054553385747,0.0004261273503882652
49247,24.0,1,3,49247,49244,24.0,0.1840835659164829,0.0002724111883714658,49244,49233,52.0,0.04362560323598288,0.0003159005969557896,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,0.1757938716063071,0.00044928746750280875
49247,24.0,1,4,49247,49244,24.0,0.1840835659164829,0.0002724111883714658,49244,55073,52.0,-0.4998367364412288,0.00036785667237137414,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,0.17904995347967373,0.0004887518697274045
49248,24.0,1,0,49248,PROMEDIO,24.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.011289341960505931,0.00022055488869948326
49248,24.0,1,1,49248,49238,24.0,0.039906469058376914,0.00019444659023048737,49238,49233,52.0,-0.0014546783430410756,0.00029613914789046914,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.013463506830822827,0.0003916197864174705
49248,24.0,1,2,49248,49238,24.0,0.039906469058376914,0.00019444659023048737,49238,55073,52.0,-0.5449170180202527,0.0003510323904775875,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.01020742495745619,0.00043633154690053255
49248,24.0,1,3,49248,49244,24.0,-0.0035293143795480236,0.0002881120539332614,49244,49233,52.0,0.04362560323598288,0.0003159005969557896,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.011819008689723812,0.0004589770457515013
49248,24.0,1,4,49248,49244,24.0,-0.0035293143795480236,0.0002881120539332614,49244,55073,52.0,-0.4998367364412288,0.00036785667237137414,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.008562926816357175,0.0004976736784618231
49249,24.0,1,0,49249,PROMEDIO,24.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.03077813499688704,0.00021561390062151435
49249,24.0,1,1,49249,49238,24.0,0.020430472759540082,0.0001716422039775559,49238,49233,52.0,-0.0014546783430410756,0.00029613914789046914,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.03293950312965966,0.00038081179977473786
49249,24.0,1,2,49249,49238,24.0,0.020430472759540082,0.0001716422039775559,49238,55073,52.0,-0.5449170180202527,0.0003510323904775875,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.029683421256292974,0.0004266576948264515
49249,24.0,1,3,49249,49244,24.0,-0.023005310678384856,0.00027324005078987296,49244,49233,52.0,0.04362560323598288,0.0003159005969557896,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.031295004988560644,0.00044979050485841244
49249,24.0,1,4,49249,49244,24.0,-0.023005310678384856,0.00027324005078987296,49244,55073,52.0,-0.4998367364412288,0.00036785667237137414,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.02803892311519407,0.0004892143292747382
49250,25.0,1,0,49250,PROMEDIO,25.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.04648076869621762,0.0002043310274414583
49250,25.0,1,1,49250,49257,25.0,-0.0053530612497340434,0.00019662249928890737,49257,49233,52.0,0.008707291622041823,0.0003254205438043452,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.048561067173850885,0.0004152314093425991
49250,25.0,1,2,49250,49257,25.0,-0.0053530612497340434,0.00019662249928890737,49257,55073,52.0,-0.5347550480551698,0.0003760636576180049,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.04530498530048421,0.00045764209270082176
49250,25.0,1,3,49250,49250,25.0,0.0,0.0,49250,49233,52.0,0.004487327585352356,0.00032465681141199016,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.04742796996080631,0.000365048258377313
49250,25.0,1,4,49250,49250,25.0,0.0,0.0,49250,55073,52.0,-0.5389750120918593,0.0003754029694172874,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.04417188808743966,0.00041264923682378954
49252,25.0,1,0,49252,PROMEDIO,25.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.009607459738415697,0.0002190778695035171
49252,25.0,1,1,49252,49250,25.0,0.03685839737158564,0.0001562427029645137,49250,49233,52.0,0.004487327585352356,0.00032465681141199016,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.010569572589220672,0.0003970793537493064
49252,25.0,1,2,49252,49250,25.0,0.03685839737158564,0.0001562427029645137,49250,55073,52.0,-0.5389750120918593,0.0003754029694172874,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.007313490715853965,0.00044123822916981387
49252,25.0,1,3,49252,49257,25.0,0.03150533612185159,0.00025114177162764787,49257,49233,52.0,0.008707291622041823,0.0003254205438043452,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.011702669802265246,0.0004436540381133686
49252,25.0,1,4,49252,49257,25.0,0.03150533612185159,0.00025114177162764787,49257,55073,52.0,-0.5347550480551698,0.0003760636576180049,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.00844658792889863,0.00048357839823677485
49254,25.0,1,0,49254,PROMEDIO,25.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.04208044246612369,0.0002219876139018803
49254,25.0,1,1,49254,49250,25.0,0.004382818986006601,0.000171601413081951,49250,49233,52.0,0.004487327585352356,0.00032465681141199016,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.04304515097479971,0.00040336989961576447
49254,25.0,1,2,49254,49250,25.0,0.004382818986006601,0.000171601413081951,49250,55073,52.0,-0.5389750120918593,0.0003754029694172874,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.039789069101433094,0.0004469076388058033
49254,25.0,1,3,49254,49257,25.0,-0.0009702422637274423,0.00026097404506643715,49257,49233,52.0,0.008707291622041823,0.0003254205438043452,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.044178248187844285,0.00044929296486408897
49254,25.0,1,4,49254,49257,25.0,-0.0009702422637274423,0.00026097404506643715,49257,55073,52.0,-0.5347550480551698,0.0003760636576180049,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.04092216631447765,0.000488756923207549
49255,25.0,1,0,49255,PROMEDIO,25.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.019115049868969936,0.00022271056754644535
49255,25.0,1,1,49255,49250,25.0,0.027347582451919275,0.00017524041131843248,49250,49233,52.0,0.004487327585352356,0.00032465681141199016,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.020080387508887035,0.0004049313925881308
49255,25.0,1,2,49255,49250,25.0,0.027347582451919275,0.00017524041131843248,49250,55073,52.0,-0.5389750120918593,0.0003754029694172874,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.016824305635520398,0.00044831751517234895
49255,25.0,1,3,49255,49257,25.0,0.02199452120218523,0.00026338110977378347,49257,49233,52.0,0.008707291622041823,0.0003254205438043452,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.021213484721931613,0.00045069537945678395
49255,25.0,1,4,49255,49257,25.0,0.02199452120218523,0.00026338110977378347,49257,55073,52.0,-0.5347550480551698,0.0003760636576180049,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.01795740284856495,0.0004900464128739653
49256,25.0,1,0,49256,PROMEDIO,25.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.033367390233256244,0.0002250808585256289
49256,25.0,1,1,49256,49250,25.0,0.013093221908710036,0.00018675722240058746,49250,49233,52.0,0.004487327585352356,0.00032465681141199016,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.03433474805209627,0.000410046937634086
49256,25.0,1,2,49256,49250,25.0,0.013093221908710036,0.00018675722240058746,49250,55073,52.0,-0.5389750120918593,0.0003754029694172874,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.031078666178729675,0.0004529433218075286
49256,25.0,1,3,49256,49257,25.0,0.007740160658975993,0.0002711801381838258,49257,49233,52.0,0.008707291622041823,0.0003254205438043452,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.03546784526514085,0.00045529702769008234
49256,25.0,1,4,49256,49257,25.0,0.007740160658975993,0.0002711801381838258,49257,55073,52.0,-0.5347550480551698,0.0003760636576180049,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.03221176339177423,0.0004942818478665487
49257,25.0,1,0,49257,PROMEDIO,25.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.04125835391502853,0.00020440286429662378
49257,25.0,1,1,49257,49250,25.0,0.0053530612497340434,0.00019662249928890737,49250,49233,52.0,0.004487327585352356,0.00032465681141199016,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.042074908711072265,0.00041463313684620757
49257,25.0,1,2,49257,49250,25.0,0.0053530612497340434,0.00019662249928890737,49250,55073,52.0,-0.5389750120918593,0.0003754029694172874,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.038818826837705656,0.0004570993326158684
49257,25.0,1,3,49257,49257,25.0,0.0,0.0,49257,49233,52.0,0.008707291622041823,0.0003254205438043452,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.043208005924116846,0.0003657276528757768
49257,25.0,1,4,49257,49257,25.0,0.0,0.0,49257,55073,52.0,-0.5347550480551698,0.0003760636576180049,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.03995192405075021,0.00041325038146984344
49258,25.0,1,0,49258,PROMEDIO,25.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.026561997153034637,0.00022758509345960535
49258,25.0,1,1,49258,49250,25.0,0.019896549102099072,0.00019832879486871789,49250,49233,52.0,0.004487327585352356,0.00032465681141199016,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.027531420858707238,0.00041544499253016337
49258,25.0,1,2,49258,49250,25.0,0.019896549102099072,0.00019832879486871789,49250,55073,52.0,-0.5389750120918593,0.0003754029694172874,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.024275338985340622,0.0004578358914778678
49258,25.0,1,3,49258,49257,25.0,0.014543487852365028,0.00027927534459864936,49257,49233,52.0,0.008707291622041823,0.0003254205438043452,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.028664518071751813,0.0004601645729287719
49258,25.0,1,4,49258,49257,25.0,0.014543487852365028,0.00027927534459864936,49257,55073,52.0,-0.5347550480551698,0.0003760636576180049,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.025408436198385176,0.0004987690807234
49259,25.0,1,0,49259,PROMEDIO,25.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.018062939714821,0.00022612573152555878
49259,25.0,1,1,49259,49250,25.0,0.02839680207322417,0.00019165359119123728,49250,49233,52.0,0.004487327585352356,0.00032465681141199016,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.01903116788758214,0.00041230004846083565
49259,25.0,1,2,49259,49250,25.0,0.02839680207322417,0.00019165359119123728,49250,55073,52.0,-0.5389750120918593,0.0003754029694172874,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.01577508601421551,0.00045498405649841605
49259,25.0,1,3,49259,49257,25.0,0.023043740823490123,0.00027457513770025554,49257,49233,52.0,0.008707291622041823,0.0003254205438043452,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.020164265100626723,0.0004573272595430312
49259,25.0,1,4,49259,49257,25.0,0.023043740823490123,0.00027457513770025554,49257,55073,52.0,-0.5347550480551698,0.0003760636576180049,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.016908183227260065,0.0004961525813981879
49260,25.0,1,0,49260,PROMEDIO,25.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.01476732203023714,0.00022968205235544896
49260,25.0,1,1,49260,49250,25.0,0.031689546244564,0.0002076203242194632,49250,49233,52.0,0.004487327585352356,0.00032465681141199016,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.01573842371624231,0.00041996003378095935
49260,25.0,1,2,49260,49250,25.0,0.031689546244564,0.0002076203242194632,49250,55073,52.0,-0.5389750120918593,0.0003754029694172874,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.012482341842875666,0.00046193678320767117
49260,25.0,1,3,49260,49257,25.0,0.026336484994829955,0.0002859486077175607,49257,49233,52.0,0.008707291622041823,0.0003254205438043452,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.01687152092928689,0.00046424489478467734
49260,25.0,1,4,49260,49257,25.0,0.026336484994829955,0.0002859486077175607,49257,55073,52.0,-0.5347550480551698,0.0003760636576180049,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.01361543905592022,0.0005025360524784092
49261,25.0,1,0,49261,PROMEDIO,25.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.0633901835781048,0.0002229604660341463
49261,25.0,1,1,49261,49250,25.0,-0.01692776729747444,0.00017648373585638717,49250,49233,52.0,0.004487327585352356,0.00032465681141199016,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.06435573725828075,0.0004054710100193805
49261,25.0,1,2,49261,49250,25.0,-0.01692776729747444,0.00017648373585638717,49250,55073,52.0,-0.5389750120918593,0.0003754029694172874,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.06109965538491413,0.00044880497064212974
49261,25.0,1,3,49261,49257,25.0,-0.022280828547208482,0.00026420998514144656,49257,49233,52.0,0.008707291622041823,0.0003254205438043452,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,-0.06548883447132532,0.0004511802658876695
49261,25.0,1,4,49261,49257,25.0,-0.022280828547208482,0.00026420998514144656,49257,55073,52.0,-0.5347550480551698,0.0003760636576180049,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,-0.062232752597958685,0.0004904923995674292
54189,26.0,1,0,54189,PROMEDIO,26.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.4728442367744273,0.00025545138447589797
54189,26.0,1,1,54189,54875,26.0,-0.05506347321742676,0.00032612109030920734,54875,49233,52.0,0.5785923204988072,0.00035270743210266177,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,0.47161354973522174,0.0005085427061250893
54189,26.0,1,2,54189,54875,26.0,-0.05506347321742676,0.00032612109030920734,54875,55073,52.0,0.03512998082159546,0.00039990983597752385,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,0.4748696316085883,0.0005437231332764638
54189,26.0,1,3,54189,55044,26.0,0.036011018484737416,0.00027805594210428806,55044,49233,52.0,0.48698237282522105,0.0003540727310673283,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,0.47107809376379983,0.0004801466354907517
54189,26.0,1,4,54189,55044,26.0,0.036011018484737416,0.00027805594210428806,55044,55073,52.0,-0.05647996685199064,0.00040111450127936393,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,0.4743341756371664,0.0005172619774157338
54866,28.0,1,0,54866,PROMEDIO,28.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.4696285211981199,0.00021576658751467663
54866,28.0,1,1,54866,55208,28.0,0.002907490467115942,0.00024638253991827915,55208,55253,53.0,-0.12100161975808586,0.0003466540882071683,55253,48484,57.0,0.590630170929935,0.00017637834543702863,0.47253604163896507,0.0004604158268200925
54866,28.0,1,2,54866,55208,28.0,0.002907490467115942,0.00024638253991827915,55208,55227,53.0,0.07587648906154745,0.00019654278977974588,55227,48484,57.0,0.39057339301351796,0.00017148462786149745,0.46935737254218135,0.0003588041273226718
54866,28.0,1,3,54866,55215,28.0,0.05388634136813156,0.00027912369745468883,55215,55253,53.0,-0.17430159165469097,0.0004030941079320694,55253,48484,57.0,0.590630170929935,0.00017637834543702863,0.47021492064337556,0.0005210606673597915
54866,28.0,1,4,54866,55215,28.0,0.05388634136813156,0.00027912369745468883,55215,55227,53.0,0.022576517164942335,0.0002845081214890236,55227,48484,57.0,0.39057339301351796,0.00017148462786149745,0.46703625154659184,0.0004338915616450566
54867,28.0,1,0,54867,PROMEDIO,28.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.4728093770287851,0.00023165258414696772
54867,28.0,1,1,54867,55208,28.0,0.006069903040276298,0.00029552347730874197,55208,55253,53.0,-0.12100161975808586,0.0003466540882071683,55253,48484,57.0,0.590630170929935,0.00017637834543702863,0.4756984542121254,0.0004884797879651701
54867,28.0,1,2,54867,55208,28.0,0.006069903040276298,0.00029552347730874197,55208,55227,53.0,0.07587648906154745,0.00019654278977974588,55227,48484,57.0,0.39057339301351796,0.00017148462786149745,0.4725197851153417,0.00039417023155973124
54867,28.0,1,3,54867,55215,28.0,0.05704875394129191,0.00032332616371838014,55215,55253,53.0,-0.17430159165469097,0.0004030941079320694,55253,48484,57.0,0.590630170929935,0.00017637834543702863,0.4733773332165359,0.0005460164729506788
54867,28.0,1,4,54867,55215,28.0,0.05704875394129191,0.00032332616371838014,55215,55227,53.0,0.022576517164942335,0.0002845081214890236,55227,48484,57.0,0.39057339301351796,0.00017148462786149745,0.4701986641197522,0.00046356408071684545
54868,28.0,1,0,54868,PROMEDIO,28.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.45306735100572165,0.00021429759530309847
54868,28.0,1,1,54868,55208,28.0,-0.013651822341731575,0.00024158442929185517,55208,55253,53.0,-0.12100161975808586,0.0003466540882071683,55253,48484,57.0,0.590630170929935,0.00017637834543702863,0.45597672883011753,0.00045786615302522457
54868,28.0,1,2,54868,55208,28.0,-0.013651822341731575,0.00024158442929185517,55208,55227,53.0,0.07587648906154745,0.00019654278977974588,55227,48484,57.0,0.39057339301351796,0.00017148462786149745,0.4527980597333338,0.00035552648605057966
54868,28.0,1,3,54868,55215,28.0,0.03732702855928404,0.0002748976518278496,55215,55253,53.0,-0.17430159165469097,0.0004030941079320694,55253,48484,57.0,0.590630170929935,0.00017637834543702863,0.4536556078345281,0.0005188091166981554
54868,28.0,1,4,54868,55215,28.0,0.03732702855928404,0.0002748976518278496,55215,55227,53.0,0.022576517164942335,0.0002845081214890236,55227,48484,57.0,0.39057339301351796,0.00017148462786149745,0.4504769387377443,0.00043118507368237465
54871,33.0,1,0,54871,PROMEDIO,33.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.40126240195817453,0.00025231612355619044
54871,33.0,1,1,54871,55167,33.0,-0.1343949954564901,0.00017290155443970925,55167,55253,53.0,-0.05380798315299615,0.0004021027848417335,55253,48484,57.0,0.590630170929935,0.00017637834543702863,0.4024271923204487,0.0004719013857197804
54871,33.0,1,2,54871,55167,33.0,-0.1343949954564901,0.00017290155443970925,55167,55227,53.0,0.14307012566663718,0.0002831018560891814,55227,48484,57.0,0.39057339301351796,0.00017148462786149745,0.399248523223665,0.0003734281537881197
54871,33.0,1,3,54871,55227,33.0,0.009786973859688047,0.00023927340227556342,55227,55253,53.0,-0.1968781088196333,0.00039849482441450676,55253,48484,57.0,0.590630170929935,0.00017637834543702863,0.40353903596998975,0.0004971510905758691
54873,26.0,1,0,54873,PROMEDIO,26.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.43143161717784373,0.000244707614904272
54873,26.0,1,1,54873,54875,26.0,-0.09646450651847438,0.0002916259897011188,54875,49233,52.0,0.5785923204988072,0.00035270743210266177,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,0.43021251643417413,0.0004871410845717283
54873,26.0,1,2,54873,54875,26.0,-0.09646450651847438,0.0002916259897011188,54875,55073,52.0,0.03512998082159546,0.00039990983597752385,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,0.4334685983075407,0.0005237610122800915
54873,26.0,1,3,54873,55044,26.0,-0.005390014816310212,0.0002366555709553318,55044,49233,52.0,0.48698237282522105,0.0003540727310673283,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,0.4296770604627522,0.00045741834670001995
54873,26.0,1,4,54873,55044,26.0,-0.005390014816310212,0.0002366555709553318,55044,55073,52.0,-0.05647996685199064,0.00040111450127936393,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,0.4329331423361188,0.0004962365419885218
54875,26.0,1,0,54875,PROMEDIO,26.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.5279456994185976,0.00022727662433934094
54875,26.0,1,1,54875,55044,26.0,0.09107449170216417,0.0003096943214717303,55044,49233,52.0,0.48698237282522105,0.0003540727310673283,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,0.5261415669812266,0.0004991355100425344
54875,26.0,1,2,54875,55044,26.0,0.09107449170216417,0.0003096943214717303,55044,55073,52.0,-0.05647996685199064,0.00040111450127936393,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,0.5293976488545932,0.0005349349671617732
54875,26.0,1,3,54875,54875,26.0,0.0,0.0,54875,49233,52.0,0.5785923204988072,0.00035270743210266177,49233,48484,57.0,-0.051915297546158666,0.00016690771626293665,0.5266770229526485,0.00039020599483934477
54875,26.0,1,4,54875,54875,26.0,0.0,0.0,54875,55073,52.0,0.03512998082159546,0.00039990983597752385,55073,48484,57.0,0.4948031240044196,0.0001713242633252486,0.5299331048260151,0.00043506307601945393
54876,34.0,1,0,54876,PROMEDIO,34.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.5671552749110138,0.000160484609435526
54876,34.0,1,1,54876,54878,34.0,0.020909024211486254,0.0001860203045224075,54878,55233,54.0,0.012975842297681294,0.0002496865316682079,55233,48484,57.0,0.5316359511611972,0.00017494905790855654,0.5655208176703648,0.0003571471554614423
54876,34.0,1,2,54876,54878,34.0,0.020909024211486254,0.0001860203045224075,54878,55221,54.0,0.0793437032779179,0.0003146802514010303,55221,48484,57.0,0.471692182154187,0.0001379511225983251,0.5719449096435911,0.000390714379748894
54876,34.0,1,3,54876,54876,34.0,0.0,0.0,54876,55233,54.0,0.03202924497802756,0.00020141347178280142,55233,48484,57.0,0.5316359511611972,0.00017494905790855654,0.5636651961392247,0.0002667856058311483
54876,34.0,1,4,54876,54876,34.0,0.0,0.0,54876,55221,54.0,0.09839710595826416,0.0002779346742328456,55221,48484,57.0,0.471692182154187,0.0001379511225983251,0.5700892881124512,0.00031028727877090953
54877,34.0,1,0,54877,PROMEDIO,34.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.3894862876738206,0.00018477505796214027
